number,F_C,code_LWJ,last name,last name1,first name,name,string,line,sex,son-in-law,Gov._Exam,Grade,occupational_title,grade2,New_Grade,place of family origin,Final_place of family origin,Final_period,Birth_Year,Death_Year,Date_OT,father,grand_f,great_grand_f,great_great_grand_f,father_of_m,grand_father_of_mother,great_grand_father_of_mother,spouse1_familyname,spouse1_place of family origin,son_by_spouse1,daughter_by_spouse1,father_spouse1,grand_father_spouse1,great_grand_father_spouse1,father_of_mother_spouse1,grand_of_mother_spouse1,great_grand_father_of_mother_spouse1,spouse2_familyname,spouse2_place of family origin,son_by_spouse2,daughter_by_spouse2,father_spouse2,grand_father_spouse2,great_grand_father_spouse2,father_of_mother_spouse2,grand_mother_spouse2,great_grand_mother_spouse2,spouse3_familyname,spouse3_place of family origin,son_by_spouse3,daughter_by_spouse3,father_spouse3,grand_father_spouse3,great_grand_father_spouse3,mother_spouse3,grand_mother_spouse3,great_grand_mother_spouse3,spouse4_familyname,spouse4_place of family origin,son_by_spouse4,daughter_by_spouse4,father_spouse4,grand_father_spouse4,great_grand_father_spouse4,mother_spouse4,grand_mother_spouse4,great_grand_mother_spouse4,note,1g,2g,3g,4g,5g,6g,7g,8g,9g,10g,11g,12g,13g,14g,15g,16g,17g,18g,19g,20g,21g,22g,line,sex,son-in-law,period,generation,duplicates,q,last,When Last,q,q
58,58,9792,장,10,무,장무,a 1 1 1 1 1 1 1 1 1 4 2 1,0,1,1,,1,호장,12,,,,8,,,,,,,,,,,방,온양,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,2,1,,,,,,,,,,,1,1,1,9,12,,25,,13,1,0
59,59,9793,강,21,희경,강희경,a 1 1 1 1 1 1 1 1 1 4 2 1 1,0,1,1,,2,대정,13,,,,9,,,,,,,,,,,장,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,2,1,1,,,,,,,,,,1,1,1,10,13,,27,1,13,1,0
60,60,9794,無,0,만년,만년,a 1 1 1 1 1 1 1 1 1 4 2 2,1,1,1,,1,,,,,,8,,,,,,,,,,,방,온양,2,1,방걸,,,권수홍,권중시,권이여,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,2,2,,,,,,,,,,,1,1,1,9,12,,25,,17,1,0
61,61,9795,無,0,윤문,윤문,a 1 1 1 1 1 1 1 1 1 4 2 2 1,0,0,0,,0,,,,,,9,,,,만년,,,,방걸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,2,2,1,,,,,,,,,,1,0,0,10,13,,27,1,13,0,0
62,62,9796,김,2,기,김기,a 1 1 1 1 1 1 1 1 1 4 2 2 2,0,1,1,,0,,,,,,9,,,,,,,,,,,,,1,,만년,,,방걸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,2,2,2,,,,,,,,,,1,1,1,10,13,,27,,17,0,0
63,63,9802,無,0,子,子,a 1 1 1 1 1 1 1 1 1 4 2 2 3,0,0,0,,0,,,,,,9,,,,만년,,,,방걸,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,2,2,3,,,,,,,,,,1,0,0,10,13,,27,1,13,0,0
64,64,9803,권,1,양준,권양준,a 1 1 1 1 1 1 1 1 1 4 3,0,1,1,,1,호장 이품별장,12,,안동,안동,7,,,,,,,,,,,권,안동,1,,권수홍,권중시,권이여,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,3,,,,,,,,,,,,1,1,1,8,11,,23,,19,1,0
65,65,9804,권,1,정,정,a 1 1 1 1 1 1 1 1 1 4 3 1,0,0,0,,1,정위 호장,12,,안동,안동,8,,,,권양준,,,,권수홍,권중시,권이여,,,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,3,1,,,,,,,,,,,1,0,0,9,12,,25,,19,1,0
66,66,9805,권,1,혁,혁,a 1 1 1 1 1 1 1 1 1 4 3 1 1,0,0,0,문과,1,이조참판,2,,안동,안동,9,,,충렬왕,권정,권양준,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,3,1,1,,,,,,,,,,1,0,0,10,13,,27,,19,1,0
67,67,10191,김,2,이견,김이견,a 1 1 1 1 1 1 1 1 1 4 4,0,1,1,,1,호장,12,,,,7,,,,,,,,,,,권,안동,,1,권수홍,권중시,권이여,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,4,,,,,,,,,,,,1,1,1,8,11,,23,,16,1,0
68,68,10192,권,1,미,권미,a 1 1 1 1 1 1 1 1 1 4 4 1,0,1,1,,1,호장,12,,안동,안동,8,,,,,,,,,,,김,,1,1,김이견,,,권수홍,권중시,권이여,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,4,1,,,,,,,,,,,1,1,1,9,12,,25,,16,1,0
69,69,10193,권,1,경,경,a 1 1 1 1 1 1 1 1 1 4 4 1 1,0,0,0,관직자,1,,,,안동,안동,9,,,,권미,,,,김이견,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,4,1,1,,,,,,,,,,1,0,0,10,13,,27,1,13,1,1
70,70,10194,김,2,혜,김혜,a 1 1 1 1 1 1 1 1 1 4 4 1 2,0,1,1,,4,직장,7,,,,9,,,,,,,,,,,,,1,1,권미,,,김이견,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,4,4,1,2,,,,,,,,,,1,1,1,10,13,,27,,16,1,0
71,71,10200,권,1,체화,체화,a 1 1 1 1 1 1 1 1 2 1,1,0,0,,2,경교위,13,,안동,안동,6,,,,권취의,권이여,권렴,권개,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,1,,,,,,,,,,,,,0,0,0,7,10,,21,,11,1,0
72,72,10201,권,1,부,부,a 1 1 1 1 1 1 1 1 2 1 1,0,0,0,,0,,,,안동,안동,7,,,,권체화,권취의,권이여,권렴,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,1,1,,,,,,,,,,,,0,0,0,8,11,,23,1,11,0,0
73,73,10202,권,1,득원,득원,a 1 1 1 1 1 1 1 1 2 1 2,0,0,0,,0,선사(승),14,,안동,안동,7,,,,권체화,권취의,권이여,권렴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,2,1,2,,,,,,,,,,,,0,0,0,8,11,,23,1,11,0,0
74,74,10204,권,1,영정,영정,a 1 1 1 1 1 1 1 1 3 1,0,0,0,,1,호장,12,,안동,안동,6,,,,권통,권이여,권렴,권개,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,3,1,,,,,,,,,,,,,0,0,0,7,10,,21,,18,1,0
75,75,10205,권,1,균주,균주,a 1 1 1 1 1 1 1 1 3 1 1,0,0,0,,0,,,,안동,안동,7,,,,권영정,권통,권이여,권렴,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,3,1,1,,,,,,,,,,,,0,0,0,8,11,,23,1,11,0,0
76,76,10206,권,1,균석,균석,a 1 1 1 1 1 1 1 1 3 1 2,0,0,0,,1,호장,12,,안동,안동,7,,,,권영정,권통,권이여,권렴,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,3,1,2,,,,,,,,,,,,0,0,0,8,11,,23,,18,1,0
77,77,10207,권,1,직성,권직성,a 1 1 1 1 1 1 1 1 3 1 2 1,0,0,0,,1,호장 대상,12,,안동,안동,8,,,,권균석,권영정,권통,권이여,,,,,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,3,1,2,1,,,,,,,,,,,0,0,0,9,12,,25,,18,1,0
78,78,10208,권,1,백,백,a 1 1 1 1 1 1 1 1 3 1 2 1 1,0,0,0,,0,,,,안동,안동,9,,,,권직성,권균석,권영정,권통,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,3,1,2,1,1,,,,,,,,,,0,0,0,10,13,,27,1,13,0,0
79,79,10209,권,1,女,女,a 1 1 1 1 1 1 1 1 3 1 2 1 2,0,1,0,,0,,,,안동,안동,9,,,,,,,,,,,,,,,권직성,권균석,권영정,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,3,1,2,1,2,,,,,,,,,,0,1,0,10,13,,27,1,13,0,0
80,80,10210,권,1,여,여,a 1 1 1 1 1 1 1 1 3 1 2 1 3,0,0,0,,0,,,,안동,안동,9,,,,권직성,권균석,권영정,권통,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,3,1,2,1,3,,,,,,,,,,0,0,0,10,13,,27,1,13,0,0
81,81,10211,권,1,윤해,윤해,a 1 1 1 1 1 1 1 1 3 1 2 1 4,0,0,0,,0,,,,안동,안동,9,,,,권직성,권균석,권영정,권통,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,3,1,2,1,4,,,,,,,,,,0,0,0,10,13,,27,,18,0,0
82,82,14,권,1,준,준,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0,0,0,同時,9,길창부원군,1,,안동,안동,9,1281,1352,1290,권부,권단,권위,권수평,유승,유경,유택,오,보성,2,2,오인영,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,,0,0,0,10,14,,29,,22,0,0
83,83,15,권,1,렴,렴,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0,0,0,음서,9,찬성,2,,안동,안동,10,1302,1340,1312,권준,권부,권단,권위,오인영,,,조,평양,5,6,조련,조인규,조영,김흔,김방경,김효인,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,,0,0,0,11,15,,31,,21,0,0
84,84,16,권,1,용,용,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1,0,0,0,,10,현성군,2,,안동,안동,10,,1376,,권렴,권준,권부,권단,조련,조인규,조영,김,광주,1,5,김광철,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,,,,,,0,0,0,11,16,,33,,21,0,0
85,85,395,왕,50,만,만,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2,0,1,1,,14,충숙왕,20,,개성,개성,10,1294,1339,,,,,,,,,권,안동,,,권렴,권준,권부,조련,조인규,조영,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"後夫 충렬왕, 前夫 천안 全",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,1,1,1,11,16,,33,1,16,0,0
86,86,396,원,52,보달실리,보달실리,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3,0,1,1,,8,한림승지 숭록대부,1,,,,10,,,,,,,,,,,권,안동,1,,권렴,권준,권부,조련,조인규,조영,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,1,1,1,11,16,,33,,17,0,0
87,87,398,유,53,혜손,유혜손,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4,0,1,1,,9,평리,2,,진주,진주,10,,,,유유,유인비,유순,,,,,권,안동,2,3,권렴,권준,권부,조련,조인규,조영,김,광주,,,,,,,,,왕,개성,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,,,,,,,1,1,1,11,16,,33,,21,0,0
88,88,532,권,1,현,현,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 5,0,0,0,,9,찬성,2,,안동,안동,10,,,,권렴,권준,권부,권단,조련,조인규,조영,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,,,,,,,0,0,0,11,16,,33,,20,0,0
89,89,583,권,1,호,호,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 6,0,0,0,,10,밀직부사,2,,안동,안동,10,,,,권렴,권준,권부,권단,조련,조인규,조영,구,능성,3,2,구영검,,,김자장,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,6,,,,,,,0,0,0,11,16,,33,,21,0,0
90,90,768,권,1,균,균,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 7,0,0,0,,9,화산군,2,,안동,안동,10,,,,권렴,권준,권부,권단,조련,조인규,조영,김,낙안,1,1,김인관,,,유돈,유승,유경,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,,,,,,,0,0,0,11,16,,33,,21,0,0
91,91,795,권,1,주,주,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 8,0,0,0,,8,밀직제학,3,,안동,안동,10,,,,권렴,권준,권부,권단,조련,조인규,조영,정,서원,3,1,정오,정책,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,8,,,,,,,0,0,0,11,16,,33,,20,0,0
92,92,836,원,52,송수,원송수,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 9,0,1,1,문과,9,정당문학,2,,원주,원주,10,1324,1366,,,,,,,,,정,서원,3,2,,,,,,,권,안동,2,1,권렴,권준,권부,조련,조인규,조영,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,,,,,,,1,1,1,11,16,,33,,21,0,0
93,93,201,오,49,중화,오중화,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 10,0,1,1,,9,밀직,2,,,,10,,,,,,,,,,,권,안동,2,6,권렴,권준,권부,조련,조인규,조영,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10,,,,,,,1,1,1,11,16,,34,,21,0,0
94,94,394,염,48,국보,염국보,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 11,0,1,1,문과,9,판개성,2,,서원,서원,10,,1388,1355,염제신,염세충,염승익,염순언,권한공,권책,권자여,권,안동,2,1,권렴,권준,권부,조련,조인규,조영,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,11,,,,,,,1,1,1,11,16,,34,1,16,0,0
95,95,868,권,1,적,적,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2,0,0,0,,9,검교시중,2,,안동,안동,9,,,,,,,,,,,홍,남양,1,1,홍복기,,,,,,황,창원,,,황유,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,0,0,0,10,15,,31,,22,0,0
96,96,869,한,17,수,한수,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1,0,1,1,同時,9,판후덕부사,1,,청주,청주,10,,1384,1347,,,,,,,,권,안동,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,,,,,,,1,1,1,11,16,,33,,22,0,0
97,97,1332,권,1,현,현,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2,0,0,0,,8,밀직,2,,안동,안동,10,,,,,,,,,,,양,남원,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,,,,,,,0,0,0,11,16,,33,,21,0,0
98,98,1388,홍,19,탁,홍탁,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3,0,1,1,,10,익성부원군,1,,남양,남양,10,,1356,,홍선,홍백수,홍대순,,,,,권,안동,4,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,,,,,,,,1,1,1,11,15,,31,,21,0,0
99,99,1389,홍,19,상재,상재,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 1,0,0,0,,10,평리,2,,남양,남양,10,,1391,,홍탁,홍선,홍백수,홍대순,,,,채,평강,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,,,,,,,1,0,0,11,16,,33,,21,0,0
100,100,1671,홍,19,혜찬,혜찬,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 2,0,0,0,,0,대선사,14,,남양,남양,10,,,,홍탁,홍선,홍백수,홍대순,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,,,,,,,1,0,0,11,16,,33,1,16,0,0
101,101,1672,왕,50,정,왕정,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 3,0,1,1,,14,충혜왕,20,,개성,개성,10,1315,1344,,왕만,,,,,,,홍,남양,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,,,,,,,1,1,1,11,16,,33,1,16,0,0
102,102,1673,조,13,흥문,조흥문,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 4,0,1,1,,0,소부윤,4,,평양,평양,10,,1352,,조위,조인규,조영,,나,,,홍,남양,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,,,,,,,1,1,1,11,16,,33,1,16,0,0
103,103,1674,홍,19,개도,개도,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 5,0,0,0,,8,대언,3,,남양,남양,10,,1359,,홍탁,홍선,홍백수,홍대순,,,,봉,하음,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,,,,,,,1,0,0,11,16,,33,,21,0,0
104,104,1840,홍,19,창도,창도,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 6,0,0,0,,0,,,,남양,남양,10,,,,홍탁,홍선,홍백수,홍대순,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,6,,,,,,,1,0,0,11,16,,33,1,16,0,0
105,105,1841,원,52,구수,원구수,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 7,0,1,1,,9,재신,2,,원주,원주,10,,,,원선지,원경,원부,원진,김변,김전,김취려,홍,남양,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,7,,,,,,,1,1,1,11,16,,33,,20,0,0
106,106,1847,염,48,대유,염대유,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 3 8,0,1,1,,8,밀직,2,,서원,서원,10,,,,,,,,,,,홍,남양,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,8,,,,,,,1,1,1,11,16,,33,,20,0,0
107,107,1886,홍,19,언박,홍언박,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4,0,1,1,,10,우정승,1,,남양,남양,10,1309,1363,1330,홍융,홍규,홍진,홍사윤,나유,,,권,안동,4,1,,,,오인영,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,,,,,,,,1,1,1,11,15,,31,,21,0,0
108,108,1887,홍,19,사보,사보,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 1,0,0,0,,0,판각문사,3,,남양,남양,10,,1376,,,,,,,,,왕,개성,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,,,,,,,1,0,0,11,16,,33,,21,0,0
109,109,2036,유,53,연,유연,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 2,0,1,1,,10,평리,2,,진주,진주,10,,1376,,유지정,유간,유박,,,,,홍,남양,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,2,,,,,,,1,1,1,11,16,,33,,21,0,0
110,110,2104,홍,19,사우,사우,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 3,0,0,0,,9,지밀직사사,2,,남양,남양,10,,1376,,,,,,,,,한,청주,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,,,,,,,1,0,0,11,16,,33,1,16,0,0
111,111,2105,홍,19,사범,사범,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 4,0,0,0,,9,지밀직사사,2,,남양,남양,10,,1373,,,,,,,,,,,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,,,,,,,1,0,0,11,16,,33,,21,0,0
112,112,2342,홍,19,사원,사원,a 1 1 1 1 1 1 1 1 1 1 1 1 1 1 4 5,0,0,0,,9,판서,2,2,남양,남양,10,,,,홍언박,홍융,홍규,홍진,,,,,,4,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,,,,,,,1,0,0,11,16,,33,,20,0,0
113,113,2483,안,43,유충,안유충,a 1 1 1 1 1 1 1 1 1 1 1 1 1 2,0,1,1,,8,판서,2,,죽산,죽산,9,,,,안전,,,,한강,한광윤,,권,안동,2,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,,,,,,,,,1,1,1,10,14,,29,,21,0,0
114,114,2484,안,43,국상,국상,a 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1,0,0,0,,7,상서,3,,죽산,죽산,10,,,,안유충,안전,,,권부,권단,권위,정,나주,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,,,,,,,,1,0,0,11,15,,31,,21,0,0
115,115,2485,양,44,지수,양지수,a 1 1 1 1 1 1 1 1 1 1 1 1 1 2 1 1,0,1,1,,9,찬성,2,,청주,청주,10,,,,,,,,,,,,,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,,,,,,,1,1,1,11,16,,33,,21,0,0
116,116,2676,김,2,주경,김주경,a 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2,0,1,1,,8,판서,2,,안산,안산,10,,,,김원상,,,,,,,안,죽산,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,,,,,,,,1,1,1,11,15,,31,,21,0,0
117,117,2677,김,2,리,리,a 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 1,0,0,0,,4,별장,7,,안산,안산,10,,,,김주경,,,,안유충,안전,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,,,,,,,1,0,0,11,16,,33,,21,1,0
118,118,2705,왕,50,유,왕유,a 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 2,0,1,1,,10,영창군,25,2,개성,개성,10,,1369,,,,,,,,,김,안산,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,,,,,,,1,1,1,11,16,,33,,17,0,0
119,119,2710,유,53,계고,유계고,a 1 1 1 1 1 1 1 1 1 1 1 1 1 2 2 3,0,1,1,,4,지후,7,,문화,문화,10,,,,유보발,유인기,유승,유경,원선지,원경,원부,김,안산,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,,,,,,,1,1,1,11,16,,33,,17,1,0
120,120,2712,안,43,국서,국서,a 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3,0,0,0,,0,상서,3,,죽산,죽산,10,,,,,,,,,,,유,문화,1,1,유배,유식,유성비,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,,,,,,,,1,0,0,11,15,,31,,21,0,0
121,121,2713,안,43,경,경,a 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 1,0,0,0,,7,소감,4,,죽산,죽산,10,,,,,,,,,,,,,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,,,,,,,1,0,0,11,16,,33,,19,0,0
122,122,2726,최,15,인부,최인부,a 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 2,0,1,1,,8,대호군,3,,대녕,대녕,10,,1362,,,,,,,,,안,죽산,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,전夫,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,,,,,,,1,1,1,11,16,,33,,19,0,0
123,123,2743,정,12,수도,정수도,a 1 1 1 1 1 1 1 1 1 1 1 1 1 2 3 3,0,1,1,,8,지수주사,6,,초계,초계,10,,,,,,,,,,,안,죽산,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,후夫,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,3,,,,,,,1,1,1,11,16,,33,,21,0,0
124,124,2814,김,2,지갑,김지갑,a 1 1 1 1 1 1 1 1 1 1 1 1 1 2 4,0,1,1,,8,판서,2,,언양,언양,10,,,,,,,,,,,안,죽산,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,,,,,,,,1,1,1,11,15,,31,,20,0,0
125,125,2815,김,2,한,한,a 1 1 1 1 1 1 1 1 1 1 1 1 1 2 4 1,0,0,0,,8,종부령,3,,언양,언양,10,,,,김지갑,,,,안유충,안전,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,1,,,,,,,1,0,0,11,16,,33,,20,0,0
